round,numSession,groupInRound,CV,bid1,signal1,bid2,signal2,bid3,signal3,bid4,signal4,OtherHBid,StratWin,subject,treatment,male,age,major,CRT1,CRT2,CRT3,N_s,advice,alpha,belief_other,beta,bid_pref,choice_pref,dRedChosen,dTie,dWin,displayLotto,endowment,epsilon,explain1,explain2,explain3,explain4,groupRandomN,guess,lotteryid,pLotto,partFee,paymentRound,playerInGroup,q1abid65,q1bbid70,q1cbid75,q1dbid80,q1ebid85,randomPrice,sesIDNum,ticket,vLotto,winBid,lowbound,upbound,rrange,fix,euv,smeuv,rec_round,lottoRound,rec_lottoRound,expV,NEcomp,nbid,BEbid,NEbid,BEBF,NEBF,BF,thBF,loss,fixHigh,DeuvH,correctAns,maxbid,lottery,Highprob,Highval,rec_lround,fixsmeuv,Lpayoff,bidofix,lnbidofix,CVsmeuv,CVeuv,CVepsilon,CVfixHigh,CVHighprob,CVHighval,CVHHprobval,lnbid,lnNEbid,lnBEbid,lnnbid,lnfix,lnsignal,lneuv,HHprobval,epsHigh,bidofix100,NEbidofix100,BEbidofix100,CVlnfix,CVlnsignal,nmexpV,NEmnbid,nmexpV2,CVexpV,CVnmexpV,CVnmexpV2,CVepsHigh,CVNEmnbid,countWin,L1loss,L1Lpayoff,L1payoff,payoff,payoff1groupid_in_subsession,payoff1playerid_in_group,payoff1playerphase_one_payoff,payoff1playerphase_two_payoff,payoff1playertotal_payoff_dol,payoff1subsessionround_number,payoffFinal,payoffLotteryType,payoffPartFee,payoffPhaseTwoReal,payoffPlayLotto,payoffPlayerPayoff,payoffRandomChipId,payoffRandomCutoff,payoffRedChips,payoffRound,payoffTaskNum,payoffTotalChips,taskChoice,taskCutoff,taskDieSide,maxV,domnBid,domnBid2,overbid,dmaxVsig,bidofixoeuv,smeuvoeuv,epsilonoeuv,testCV,testCP,Utype,CEnorm,averse,consistency,CEnorm1,CEnorm2,CEnorm3,CEnorm2c,CEnorm3c,RP,CRP,AP,aver1,aver2,aver3,bidhatCV,bidhatCP,sumNGroup,Grrange,GdomnBid,upticket,StratProfit
26,2,3,0,0,32,0,36,40,38,20,39,40,41,15,cp,1,24,Electrical Engineering,10,20,24,4,10,10,"Higher probability of non zero outcome, they bid large values and the reverse for lower probability values",70,-1,-1,0,0,0,3,12,4,"Greater the probability, better the chances of winning the value mentioned as the outcome so I bid high values","With lower probability, the value could end up to be zero so no use of bidding for negative payoff",Better chance of winning a significant value,Higher probability for lottery B will likely be my option,83,10,4,36,10,,4,58,58,60,65,62,,3,0,60,40,14,66,1,60,40,-1,.03846154,6,.16666667,24,5.9626450e-06,23.4,21.959999,21.000004,-1.9599991,-1.0000038,-3.3999996,2.3999958,0,1,0,0,60,0,0,1,.16666667,-1,0,.33333334,-1.0986123,0,0,0,0,0,0,,2.9957323,3.0445225,3.0892227,3.1527359,4.0943446,3.6635616,3.6888795,0,0,33.333336,35.000008,36.599998,0,0,-.60000038,-2.3999958,.36000046,0,0,0,0,0,25,0,0,0,0,1,3,0,0,22,1,12,1,22,0,1,0,18,47,10,73,1,20,,,,60,0,0,-40,21,.0083333338,-.025,.1,39.416481,19.238354,,,,,1.4,.10666668,.53666663,,,-.39999998,.10666668,.53666663,-1,1,1,39.416481,19.238354,4,1,1,.366,20.959999
28,2,3,0,0,44,6,45,40,48,25,49,40,41,19,cp,1,22,Computer Engineering,10,5,47,4,10,10,Higher than 50 bet high  Higher than 30 bet moderately  Lower than 30 bet low,70,1,-1,1,0,0,3,12,4,The Higher the probability more will be the bet in general so I bet higher to match the bet sof other players,Lower chances are more likely to be chosen when the bets are higher than the chances. The loss is not much compared to the probable profit,More cettainity of likelyhood and more payoff,Many people would go for B so less competition,73,10,4,45,10,,2,60,65,65,70,70,,7,0,60,40,14,66,1,60,40,9,.035714287,8,.125,24,4.0175987e-08,29.4,27.959999,27,-2.9599991,-2,-4.3999996,2.3999996,0,1,0,2,60,0,0,1,.125,9,0,.41666666,-.87546879,0,0,0,0,0,0,,3.2188759,3.2958369,3.3307748,3.3809946,4.0943446,3.8918202,3.6888795,0,0,41.666664,45,46.599998,0,0,5.3999996,-2.3999996,29.159996,0,0,0,0,0,30,1,-15,-15,0,1,7,8,100,27.166666,1,17,3,27,100,1,0,7,18,11,33,3,20,,,,60,1,1,-35,11,.010416666,.22499999,.1,49.095089,26.136463,,,,,1.48,.0099999309,.26666665,,,-.48000002,.0099999309,.26666665,-1,1,1,49.095089,26.136463,4,1,1,.46599999,26.959999
28,6,4,0,59,78,58,79,57,79,50,84,59,60,101,cp,1,18,Business,5,5,47,4,0,30,No idea,90,-1,-1,1,0,0,3,12,4,Valuation,"High risk, low reward",Smaller chance of losing money,See above,78,0,1,80,10,,4,15,15,15,20,20,,10,60,60,59,34,86,1,60,60,24,.035714287,8,.125,36,2.2220710e-11,50.400002,48.959999,48,1.0400009,2,-.40000153,2.4000015,0,1,1,3,60,0,1,1,.125,24,0,.83333331,-.18232158,0,0,0,0,0,0,,3.9120231,3.871201,3.8910036,3.9199913,4.0943446,4.4308167,4.0943446,1,0,83.333328,80,81.599998,0,0,14.400002,-2.4000015,207.36005,0,0,0,0,0,1,0,0,0,0,1,10,0,88,25.666666,1,16,3,26,0,0,0,2,88,11,65,3,20,,,,60,0,0,-10,-24,.013888889,.40000001,.06666667,77.966728,47.236652,,,,,.68333334,.33333331,.48333335,,,.31666666,.33333331,.48333335,1,1,1,77.966728,47.236652,4,1,1,.81599998,47.959999
29,2,1,0,0,41,0,42,20,43,12,45,20,21,27,cp,1,22,Computer Science,5,80,30,4,0,10,"In my group, somehow the bid was most of the times higher than the lottery outcome. They might have won the lottery but they lost points. I think the range of bidding was not explained clearly",70,-1,-1,0,0,0,3,12,4,"It doesn't make sense to place any bid when the probability values are low. Till and until the probability is really high, I have put 0's because the maximum that you can earn (if you are lucky) then 8 credits which corresponds to nearly $1 and 0.75 of $1 is 75 cents. So basically maximum you can earn is 75cents but if you bid high like 44 and lose, here you are losing a lot. I'd rather have 0 earnings than negative earnings",The same answer as the previous one. Here the False Positives come with a big penalty,"I would just like to earn something. In Lottery A you get 75 and in B minimum is 60, so I might be losing out on 0.75*(75-60) but atleast B is less risky",Same as previous,54,0,4,42,10,,2,0,0,0,0,68,,15,0,60,20,14,66,1,60,40,5,.034482758,9,.11111111,24,2.9686262e-07,27,25.559999,24.6,-13.559999,-12.6,-15,2.3999996,0,1,0,1,60,0,0,1,.11111111,5,0,.2,-1.6094379,0,0,0,0,0,0,,2.4849067,3.2027464,3.2410285,3.2958369,4.0943446,3.8066626,3.6888795,0,0,20,41,42.599998,0,0,3,-2.3999996,9,0,0,0,0,0,3,0,0,0,0,1,15,0,130,27.416666,1,17,1,27,0,0,0,19,130,15,42,4,30,,,,60,0,0,-48,15,.0049999999,.125,.1,45.369278,23.334644,,,,,1.1733333,.20499995,-.0050000548,,,-.17333329,.20499995,-.0050000548,-1,1,1,45.369278,23.334644,4,1,1,.426,24.559999
29,2,3,0,0,37,45,43,23,45,42,45,45,46,16,cp,1,23,Computer Science,10,25,47,4,10,10,Same as me,70,1,1,0,0,0,3,12,4,"I did those bids because the likelihood of winning the money was more as the percentage were more. But, at the same time, I wanted to win more, so, I didn't go too close to the winning amount (lottery outcome)","Since the likelihood is less to win, I wouldn't be too sure about winning and bet as less as possible in  order to incur as less as possible loss",I'd like to win as much as possible hence choice A,Same as first,61,10,4,41,10,,2,60,65,65,65,65,,4,0,60,45,14,66,1,60,40,5,.034482758,9,.11111111,24,2.9686262e-07,27,25.559999,24.6,16.440001,17.4,15,2.3999996,0,1,0,1,60,0,0,1,.11111111,5,0,.69999999,-.35667497,0,0,0,0,0,0,,3.7376697,3.2027464,3.2410285,3.2958369,4.0943446,3.8066626,3.6888795,0,0,70,41,42.599998,0,0,3,-2.3999996,9,0,0,0,0,0,23,1,-40,-40,0,1,4,10,63,25.875,1,16,2,26,0,0,0,17,63,16,73,2,20,,,,60,1,1,-18,15,.0175,.125,.1,45.369278,23.334644,,,,,.97166663,.26499999,-.86166668,,,.028333366,.26499999,-.86166668,1,1,1,45.369278,23.334644,4,1,1,.426,24.559999
29,6,3,0,55,78,50,79,51,80,20,80,55,56,99,cp,1,20,economics,10,5,2,4,8,30,I thought some people who did this experiment were really dumb as they would constantly pick higher than the value just because the probability wa reasonably high which is super irrational,90,0,1,0,0,0,3,12,4,estimate of signal multiplied by the pay off.,in expectation you will make around 7.5 so you bid a bit higher than that to win the bid.,-,-,85,0,1,79,10,,1,48,49,56,46,58,,8,0,60,55,34,86,1,60,60,20,.034482758,9,.11111111,36,1.6419008e-10,48,46.560001,45.599998,4.4399986,5.4000015,3,2.4000015,0,1,1,1,60,0,1,1,.11111111,20,0,.85000002,-.1625189,0,0,0,0,0,0,,3.9318256,3.8199077,3.8407419,3.871201,4.0943446,4.3820267,4.0943446,1,0,85,76,77.600006,0,0,12,-2.4000015,144,0,0,0,0,0,10,0,0,0,0,1,8,0,27,23.125,1,13,1,23,0,0,0,16,27,15,73,4,30,,,,60,0,0,-9,-20,.014166667,.33333334,.06666667,74.969101,44.221962,,,,,.56166667,.47166666,.49833333,,,.43833333,.47166666,.49833333,1,1,1,74.969101,44.221962,4,1,1,.77600002,45.560001
30,2,2,0,36,52,54,56,20,57,45,60,54,55,19,cp,1,22,Computer Engineering,10,5,47,4,10,10,Higher than 50 bet high  Higher than 30 bet moderately  Lower than 30 bet low,70,1,-1,1,0,0,3,12,4,The Higher the probability more will be the bet in general so I bet higher to match the bet sof other players,Lower chances are more likely to be chosen when the bets are higher than the chances. The loss is not much compared to the probable profit,More cettainity of likelyhood and more payoff,Many people would go for B so less competition,96,10,4,56,10,,2,60,65,65,70,70,,7,0,60,54,14,66,1,60,40,20,.033333335,10,.1,24,1.6419008e-10,36,34.560001,33.599998,10.439999,11.400002,9,2.4000015,0,1,0,2,60,0,0,1,.1,20,0,.75,-.28768209,0,0,0,0,0,0,,3.8066626,3.5145261,3.542697,3.583519,4.0943446,4.0943446,3.6888795,0,0,75,55.999996,57.600002,0,0,12,-2.4000015,144,0,0,0,0,0,30,0,0,0,0,1,7,8,100,27.166666,1,17,3,27,100,1,0,7,18,11,33,3,20,,,,60,1,1,-15,0,.018750001,.5,.1,58.339802,34.134159,,,,,1.48,.0099999309,.26666665,,,-.48000002,.0099999309,.26666665,-1,1,1,58.339802,34.134159,4,1,1,.57600003,33.560001
30,2,4,0,0,17,0,19,25,23,5,24,25,26,16,cp,1,23,Computer Science,10,25,47,4,10,10,Same as me,70,1,1,0,0,0,3,12,4,"I did those bids because the likelihood of winning the money was more as the percentage were more. But, at the same time, I wanted to win more, so, I didn't go too close to the winning amount (lottery outcome)","Since the likelihood is less to win, I wouldn't be too sure about winning and bet as less as possible in  order to incur as less as possible loss",I'd like to win as much as possible hence choice A,Same as first,50,10,4,20,10,,3,60,65,65,65,65,,4,0,60,25,14,66,1,60,40,-16,.033333335,10,.1,24,.010780715,14.4,12.96,12.006469,-7.96,-7.0064688,-9.3999996,2.3935308,0,1,0,1,60,0,0,1,.1,-16,0,.083333336,-2.4849067,0,0,0,0,0,0,,1.6094379,2.4854455,2.5618677,2.6672282,4.0943446,3.1780539,3.6888795,0,0,8.333334,20.01078,21.6,0,0,-9.6000004,-2.3935308,92.160004,0,0,0,0,0,23,0,0,0,0,1,4,10,63,25.875,1,16,2,26,0,0,0,17,63,16,73,2,20,,,,60,1,1,-55,36,.0020833334,-.40000001,.1,22.641207,9.5594711,,,,,.97166663,.26499999,-.86166668,,,.028333366,.26499999,-.86166668,1,1,1,22.641207,9.5594711,4,1,1,.21600001,11.96
30,6,4,0,0,60,35,60,41,61,10,62,41,42,101,cp,1,18,Business,5,5,47,4,0,30,No idea,90,-1,-1,1,0,0,3,12,4,Valuation,"High risk, low reward",Smaller chance of losing money,See above,59,0,1,62,10,,1,15,15,15,20,20,,10,60,60,41,34,86,1,60,60,2,.033333335,10,.1,36,1.3304459e-06,37.200001,35.759998,34.799999,-25.759998,-24.799999,-27.200001,2.4000015,0,1,1,3,60,0,1,1,.1,2,0,.16666667,-1.7917595,0,0,0,0,0,0,,2.3025851,3.5496173,3.5768299,3.6163087,4.0943446,4.1271343,4.0943446,1,0,16.666668,58,59.599998,0,0,1.2000008,-2.4000015,1.4400018,0,0,0,0,0,1,0,0,0,0,1,10,0,88,25.666666,1,16,3,26,0,0,0,2,88,11,65,3,20,,,,60,0,0,-50,-2,.0027777778,.033333335,.06666667,59.076782,31.358334,,,,,.68333334,.33333331,.48333335,,,.31666666,.33333331,.48333335,1,1,1,59.076782,31.358334,4,1,1,.59599996,34.759998
31,2,1,0,20,40,22,44,50,44,12,46,50,51,27,cp,1,22,Computer Science,5,80,30,4,0,30,"In my group, somehow the bid was most of the times higher than the lottery outcome. They might have won the lottery but they lost points. I think the range of bidding was not explained clearly",90,-1,-1,0,0,0,4,12,4,"It doesn't make sense to place any bid when the probability values are low. Till and until the probability is really high, I have put 0's because the maximum that you can earn (if you are lucky) then 8 credits which corresponds to nearly $1 and 0.75 of $1 is 75 cents. So basically maximum you can earn is 75cents but if you bid high like 44 and lose, here you are losing a lot. I'd rather have 0 earnings than negative earnings",The same answer as the previous one. Here the False Positives come with a big penalty,"I would just like to earn something. In Lottery A you get 75 and in B minimum is 60, so I might be losing out on 0.75*(75-60) but atleast B is less risky",Same as previous,88,0,1,43,10,,3,0,0,0,0,68,,15,0,60,50,34,86,1,60,60,-14,.032258064,1,1,36,.0039660037,27.6,26.16,25.202379,-14.16,-13.202379,-15.6,2.3976212,0,1,1,1,60,0,1,1,1,-14,0,.2,-1.6094379,0,0,0,0,0,0,,2.4849067,3.2269385,3.2642314,3.3178158,4.0943446,3.8286414,4.0943446,1,0,20,42.003967,43.599998,0,0,-8.3999996,-2.3976212,70.55999,0,0,0,0,0,3,0,0,0,0,1,15,0,130,27.416666,1,17,1,27,0,0,0,19,130,15,42,4,30,,,,60,0,0,-48,14,.0033333334,-.23333333,.06666667,41.65588,20.890141,,,,,1.1733333,.20499995,-.0050000548,,,-.17333329,.20499995,-.0050000548,-1,1,1,41.65588,20.890141,4,1,1,.43599999,25.16
31,2,4,0,40,38,5,38,6,40,45,44,40,41,19,cp,1,22,Computer Engineering,10,5,47,4,10,30,Higher than 50 bet high  Higher than 30 bet moderately  Lower than 30 bet low,90,1,-1,1,0,1,4,12,4,The Higher the probability more will be the bet in general so I bet higher to match the bet sof other players,Lower chances are more likely to be chosen when the bets are higher than the chances. The loss is not much compared to the probable profit,More cettainity of likelyhood and more payoff,Many people would go for B so less competition,41,10,1,41,10,,1,60,65,65,70,70,,7,60,60,45,34,86,1,60,60,-16,.032258064,1,1,36,.010780715,26.4,24.959999,24.006468,20.040001,20.993532,18.6,2.3935318,0,1,1,2,60,0,1,1,1,-16,0,.75,-.28768209,0,0,0,0,0,0,,3.8066626,3.1783233,3.2172744,3.2733641,4.0943446,3.7841897,4.0943446,1,0,75,40.01078,41.599998,0,0,-9.6000004,-2.3935318,92.160004,0,0,0,0,0,30,0,0,0,15,1,7,8,100,27.166666,1,17,3,27,100,1,0,7,18,11,33,3,20,,,,60,1,1,-15,16,.0125,-.26666668,.06666667,39.2705,19.647272,,,,,1.48,.0099999309,.26666665,,,-.48000002,.0099999309,.26666665,-1,1,1,39.2705,19.647272,4,1,1,.41599998,23.959999
31,6,3,0,18,58,10,58,15,62,33,66,18,19,104,cp,1,25,CS,10,1,1,4,20,30,Its differs person to person. I looked at selected probabilty range,90,-1,-1,1,0,1,4,12,4,higher the probability higher will be by bid,very low selected probability,"higher the probability, higher the preference","higher the probability, higher the preference",97,26,3,62,10,,2,10,10,10,11,13,,13,0,40,33,34,86,1,40,60,6,.032258064,1,1,24,1.8005628e-07,26.4,25.440001,24.799999,7.5599995,8.2000008,6.6000004,1.6000004,1,0,1,0,60,0,1,0,1,0,-33,.82499999,-.1923719,0,0,0,0,0,0,,3.4965076,3.2108436,3.2363226,3.2733641,3.6888795,4.1896548,4.0943446,0,0,82.5,62,63.600002,0,0,2.3999996,-1.6000004,5.7599983,0,0,0,0,0,7,0,0,0,-33,1,13,0,54,24.25,1,14,3,24,100,0,0,1,54,11,26,3,20,,,,40,0,0,-7,-26,.01375,.1,.06666667,46.663624,23.022011,,,,,.28666666,-.033333331,.046666674,,,.71333337,-.033333331,.046666674,1,1,1,46.663624,23.022011,4,1,1,.63600004,24.440001
32,2,3,0,0,36,4,37,10,37,0,41,10,11,14,cp,1,21,economics,5,5,47,4,0,30,I honestly could not guess. People were bidding 100 when payoff was 60 max.,90,1,1,1,0,0,4,12,4,"I bid 0 for everything in the experiment after a certain point as it became clear that the others in the experiment weren't bidding according to EV. People were bidding in excess of the maximum payoff a lot of the time and losing credits in all situations, so it got to the point where I thought it was better to take the guaranteed payoff from the endowments and leave with ~$20.",It's close to the EV of the lower bound,Higher potential returns,Higher potential returns.,97,0,1,40,10,,3,0,0,0,0,0,,2,0,60,10,34,86,1,60,60,-19,.03125,2,.5,36,.048315812,24.6,23.16,22.228989,-23.16,-22.228989,-24.6,2.3710117,0,1,1,3,60,0,1,1,.5,-19,0,0,,0,0,0,0,0,0,,-4.6051702,3.1013973,3.1424267,3.2027464,4.0943446,3.713572,4.0943446,1,0,0,37.048313,38.599998,0,0,-11.4,-2.3710117,129.95999,0,0,0,0,0,0,0,0,0,0,1,2,0,52,24.166666,1,14,2,24,0,0,0,18,52,22,44,5,30,,,,60,0,0,-60,19,0,-.31666666,.06666667,35.647629,17.817343,,,,,1.0033333,.37333333,.935,,,-.0033333302,.37333333,.935,-1,1,1,35.647629,17.817343,4,1,1,.38600001,22.16
33,2,1,0,20,54,12,54,10,56,0,58,20,21,18,cp,1,25,IE,10,100,24,4,34,30,random number were thrown by others,90,1,1,1,0,0,4,12,4,choosing lower limit is a safer option,the highest bidder wins,higher payoff,higher payoff,82,24,1,55,10,,1,62,66,75,73,80,,6,0,60,20,34,86,1,60,60,-2,.030303031,3,.33333334,36,9.8307401e-06,34.799999,33.360001,32.400005,-33.360001,-32.400005,-34.799999,2.3999939,0,1,1,0,60,0,1,1,.33333334,-2,0,0,,0,0,0,0,0,0,,-4.6051702,3.4781585,3.5073576,3.5496173,4.0943446,4.0604429,4.0943446,1,0,0,54.000008,55.600002,0,0,-1.2000008,-2.3999939,1.4400018,0,0,0,0,0,11,0,0,0,0,1,6,0,62,24.583334,1,15,2,25,0,0,0,11,62,17,6,2,20,,,,60,2,1,-60,2,0,-.033333335,.06666667,55.011173,28.655857,,,,,.25,.0016666688,-.07,,,.75,.0016666688,-.07,1,1,1,55.011173,28.655857,4,1,1,.55599999,32.360001
34,2,1,0,30,55,20,57,40,58,0,59,40,41,14,cp,1,21,economics,5,5,47,4,0,30,I honestly could not guess. People were bidding 100 when payoff was 60 max.,90,1,1,1,0,0,4,12,4,"I bid 0 for everything in the experiment after a certain point as it became clear that the others in the experiment weren't bidding according to EV. People were bidding in excess of the maximum payoff a lot of the time and losing credits in all situations, so it got to the point where I thought it was better to take the guaranteed payoff from the endowments and leave with ~$20.",It's close to the EV of the lower bound,Higher potential returns,Higher potential returns.,81,0,1,58,10,,1,0,0,0,0,0,,2,0,60,40,34,86,1,60,60,-1,.029411765,4,.25,36,5.9626450e-06,35.400002,33.959999,33.000004,-33.959999,-33.000004,-35.400002,2.3999977,0,1,1,3,60,0,1,1,.25,-1,0,0,,0,0,0,0,0,0,,-4.6051702,3.4965076,3.5251834,3.5667119,4.0943446,4.0775375,4.0943446,1,0,0,55.000008,56.599998,0,0,-.59999847,-2.3999977,.35999817,0,0,0,0,0,0,0,0,0,0,1,2,0,52,24.166666,1,14,2,24,0,0,0,18,52,22,44,5,30,,,,60,0,0,-60,1,0,-.016666668,.06666667,56.045776,29.326157,,,,,1.0033333,.37333333,.935,,,-.0033333302,.37333333,.935,-1,1,1,56.045776,29.326157,4,1,1,.56599998,32.959999
34,2,2,0,20,80,55,81,23,81,51,84,55,56,19,cp,1,22,Computer Engineering,10,5,47,4,10,30,Higher than 50 bet high  Higher than 30 bet moderately  Lower than 30 bet low,90,1,-1,1,0,0,4,12,4,The Higher the probability more will be the bet in general so I bet higher to match the bet sof other players,Lower chances are more likely to be chosen when the bets are higher than the chances. The loss is not much compared to the probable profit,More cettainity of likelyhood and more payoff,Many people would go for B so less competition,71,10,1,81,10,,4,60,65,65,70,70,,7,60,60,55,34,86,1,60,60,24,.029411765,4,.25,36,2.2220710e-11,50.400002,48.959999,48,2.0400009,3,.59999847,2.4000015,0,1,1,2,60,0,1,1,.25,24,0,.85000002,-.1625189,0,0,0,0,0,0,,3.9318256,3.871201,3.8910036,3.9199913,4.0943446,4.4308167,4.0943446,1,0,85,80,81.599998,0,0,14.400002,-2.4000015,207.36005,0,0,0,0,0,30,0,0,8,0,1,7,8,100,27.166666,1,17,3,27,100,1,0,7,18,11,33,3,20,,,,60,1,1,-9,-24,.014166667,.40000001,.06666667,77.966728,47.236652,,,,,1.48,.0099999309,.26666665,,,-.48000002,.0099999309,.26666665,-1,1,1,77.966728,47.236652,4,1,1,.81599998,47.959999
35,2,2,0,0,36,16,36,0,37,6,39,16,17,24,cp,0,25,Computer science,10,20,24,4,6,30,some did not understand the experiment at all. Some followed lower bidding for probability of 50% and less and higher bidding for probability of 50% or more,90,1,-1,0,0,0,4,12,4,anything above 60 is a good probability. So need to have a high bid  but with at least 6 credits earning.,anything below 40 is bad probability. So would not risk losing too much credit.,Probability is set. So I can be sure of getting minimum 60 with a good probability of 75%,probability goes upto 90% of wining some value,62,6,1,36,10,,3,69,69,69,69,69,,12,0,60,16,34,86,1,60,60,-21,.028571429,5,.2,36,.131336,23.4,21.959999,21.078802,-15.959999,-15.078802,-17.4,2.3211975,0,1,1,0,60,0,1,1,.2,-21,0,.1,-2.3025851,0,0,0,0,0,0,,1.7917595,3.0482678,3.0892227,3.1527359,4.0943446,3.6635616,4.0943446,1,0,10,35.131336,36.599998,0,0,-12.6,-2.3211975,158.76001,0,0,0,0,0,24,0,0,0,0,1,12,0,0,22,1,12,1,22,0,1,0,20,26,15,14,4,30,,,,60,0,0,-54,21,.0016666667,-.34999999,.06666667,33.26984,16.631613,,,,,1.02,.3483333,.51166666,,,-.019999981,.3483333,.51166666,-1,1,1,33.26984,16.631613,4,1,1,.366,20.959999
35,6,1,0,35,71,35,73,30,74,38,76,35,36,107,cp,1,26,CS,5,5,47,4,18,30,outcome and probability,90,0,0,1,0,1,4,12,4,depends on probability,less peobability,both sounds good,same,20,10,3,73,10,,1,70,70,72,72,73,,16,40,40,38,34,86,1,40,60,16,.028571429,5,.2,24,1.2132096e-09,30.4,29.440001,28.799999,8.5599995,9.2000008,7.6000004,1.6000004,0,0,1,3,60,0,1,0,.2,0,0,.94999999,-.051293306,0,0,0,0,0,0,,3.6375861,3.3603754,3.3823543,3.4144425,3.6888795,4.3307333,4.0943446,0,0,95,72,73.599998,0,0,6.3999996,-1.6000004,40.959995,0,0,0,0,0,14,0,0,0,2,1,16,0,150,28.25,1,18,3,28,150,1,0,4,8,23,3,6,30,,,,40,0,0,-2,-36,.015833333,.26666668,.06666667,52.846336,27.699591,,,,,1.3100001,.10333335,.034999967,,,-.31000006,.10333335,.034999967,-1,1,1,52.846336,27.699591,4,1,1,.736,28.440001
36,2,1,0,0,39,25,41,12,44,10,46,25,26,13,cp,1,22,Computer Science,5,5,47,4,10,30,"Unless the probability of the value showing up is very high, do not bid high",90,-1,-1,1,0,0,4,12,4,"Bidding just high enough to outbid others while aiming to maximize earnings, and minimize loss","Bid low because the chance of getting 25 is low. So, if one bids high and wins the lottery, but 25 doesn't show, one loses a lot of credits.",the best case has a higher payout,same reason,73,0,1,42,10,,3,39,45,51,51,51,,1,0,60,25,34,86,1,60,60,-14,.027777778,6,.16666667,36,.0039660037,27.6,26.16,25.202379,-16.16,-15.202379,-17.6,2.3976212,0,1,1,3,60,0,1,1,.16666667,-14,0,.16666667,-1.7917595,0,0,0,0,0,0,,2.3025851,3.2269385,3.2642314,3.3178158,4.0943446,3.8286414,4.0943446,1,0,16.666668,42.003967,43.599998,0,0,-8.3999996,-2.3976212,70.55999,0,0,0,0,0,17,1,-16,-16,0,1,1,0,0,22,1,12,1,22,0,1,0,1,29,10,27,1,20,,,,60,0,0,-50,14,.0027777778,-.23333333,.06666667,41.65588,20.890141,,,,,.5,0,-.33999997,,,.5,0,-.33999997,1,1,1,41.65588,20.890141,4,1,1,.43599999,25.16
37,6,4,0,34,77,37,79,35,81,31,82,37,38,99,cp,1,20,economics,10,5,2,4,8,30,I thought some people who did this experiment were really dumb as they would constantly pick higher than the value just because the probability wa reasonably high which is super irrational,90,0,1,0,0,0,4,12,4,estimate of signal multiplied by the pay off.,in expectation you will make around 7.5 so you bid a bit higher than that to win the bid.,-,-,10,0,3,78,10,,2,48,49,56,46,58,,8,40,40,37,34,86,1,40,60,22,.027027028,7,.14285715,24,6.0402155e-11,32.799999,31.84,31.200001,-.84000015,-.20000076,-1.7999992,1.5999985,0,0,1,1,60,0,1,0,.14285715,0,0,.77499998,-.25489229,0,0,0,0,0,0,,3.4339871,3.440418,3.4607234,3.4904284,3.6888795,4.4067192,4.0943446,0,0,77.5,78,79.599998,0,0,8.7999992,-1.5999985,77.439987,0,0,0,0,0,10,0,0,3,0,1,8,0,27,23.125,1,13,1,23,0,0,0,16,27,15,73,4,30,,,,40,0,0,-9,-42,.012916666,.36666667,.06666667,56.297058,30.581827,,,,,.56166667,.47166666,.49833333,,,.43833333,.47166666,.49833333,1,1,1,56.297058,30.581827,4,1,1,.796,30.84
38,2,2,0,55,60,44,63,10,64,40,68,55,56,21,cp,0,21,psychology,50,5,47,4,0,30,I have no idea because some people bid 100 for which the prize was 60. They were bidding more than the price thereby ensuring they were losing money. Either that or I didn't understand the experiment at all,90,-1,-1,1,0,0,4,12,4,It's all or nothing. I'd risk losing 40 but only if the probability is high enough. I wouldn't bet any more than that because less than 20 is not enough to take a risk on,"If it's less than 50%, it's not worth it",75% probability that there's some monetary gain is the better option in my opinion.,Same reason as above. It is safer,42,0,1,64,10,,1,0,40,40,40,40,,9,60,60,55,34,86,1,60,60,8,.02631579,8,.125,36,6.6239004e-08,40.799999,39.360001,38.400002,.63999939,1.5999985,-.79999924,2.3999977,0,1,1,2,60,0,1,1,.125,8,0,.66666669,-.40546507,0,0,0,0,0,0,,3.6888795,3.6480575,3.67275,3.7086821,4.0943446,4.2195077,4.0943446,1,0,66.666672,64,65.599998,0,0,4.7999992,-2.3999977,23.039993,0,0,0,0,0,3,0,0,0,0,1,9,0,0,22,1,12,1,22,0,1,0,9,3,15,29,4,30,,,,60,0,0,-20,-8,.011111111,.13333334,.06666667,64.811142,35.518486,,,,,.86500001,.078333288,.029999971,,,.13499999,.078333288,.029999971,1,1,1,64.811142,35.518486,4,1,1,.65600002,38.360001
